Instance,Algorithm,Best,Worst,Mean,Median,Std. Dev.,Algorithm 1 vs Algorithm 2,U-Test
berlin52,AC,7688.80587987401,7926.762275694793,7810.492553365216,7776.112193823329,93.62830691018199,AC vs EX-SARSA-LKH,25.000 (0.007)
berlin52,AC,7688.80587987401,7926.762275694793,7810.492553365216,7776.112193823329,93.62830691018199,AC vs GA,0.000 (0.008)
berlin52,AC,7688.80587987401,7926.762275694793,7810.492553365216,7776.112193823329,93.62830691018199,AC vs LKH,25.000 (0.007)
berlin52,AC,7688.80587987401,7926.762275694793,7810.492553365216,7776.112193823329,93.62830691018199,AC vs MC-LKH,25.000 (0.007)
berlin52,AC,7688.80587987401,7926.762275694793,7810.492553365216,7776.112193823329,93.62830691018199,AC vs Q-LKH,25.000 (0.007)
berlin52,AC,7688.80587987401,7926.762275694793,7810.492553365216,7776.112193823329,93.62830691018199,AC vs SARSA-LKH,25.000 (0.007)
berlin52,AC,7688.80587987401,7926.762275694793,7810.492553365216,7776.112193823329,93.62830691018199,AC vs TD-LKH,25.000 (0.007)
berlin52,AC,7688.80587987401,7926.762275694793,7810.492553365216,7776.112193823329,93.62830691018199,AC vs VSR-EX-HILL-CLIMBING-2000,2.000 (0.032)
berlin52,AC,7688.80587987401,7926.762275694793,7810.492553365216,7776.112193823329,93.62830691018199,AC vs VSR-EX-HILL-CLIMBING-3000,13.000 (1.000)
berlin52,AC,7688.80587987401,7926.762275694793,7810.492553365216,7776.112193823329,93.62830691018199,AC vs VSR-EX-HILL-CLIMBING-1000,11.000 (0.834)
berlin52,AC,7688.80587987401,7926.762275694793,7810.492553365216,7776.112193823329,93.62830691018199,AC vs VSR-EXPECTED-LKH,25.000 (0.007)
berlin52,AC,7688.80587987401,7926.762275694793,7810.492553365216,7776.112193823329,93.62830691018199,AC vs VSR-HILL-CLIMBING-2000,3.000 (0.056)
berlin52,AC,7688.80587987401,7926.762275694793,7810.492553365216,7776.112193823329,93.62830691018199,AC vs VSR-HILL-CLIMBING-3000,15.000 (0.672)
berlin52,AC,7688.80587987401,7926.762275694793,7810.492553365216,7776.112193823329,93.62830691018199,AC vs VSR-HILL-CLIMBING-1000,14.000 (0.834)
berlin52,AC,7688.80587987401,7926.762275694793,7810.492553365216,7776.112193823329,93.62830691018199,AC vs VSR-LKH,25.000 (0.007)
berlin52,AC,7688.80587987401,7926.762275694793,7810.492553365216,7776.112193823329,93.62830691018199,AC vs VSR-V2-HILL-CLIMBING-2000,10.000 (0.690)
berlin52,AC,7688.80587987401,7926.762275694793,7810.492553365216,7776.112193823329,93.62830691018199,AC vs VSR-V2-HILL-CLIMBING-3000,11.000 (0.841)
berlin52,AC,7688.80587987401,7926.762275694793,7810.492553365216,7776.112193823329,93.62830691018199,AC vs VSR-V2-HILL-CLIMBING-1000,5.000 (0.151)
berlin52,AC,7688.80587987401,7926.762275694793,7810.492553365216,7776.112193823329,93.62830691018199,AC vs VSR-V2-LKH,25.000 (0.007)
berlin52,EX-SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,EX-SARSA-LKH vs GA,0.000 (0.007)
berlin52,EX-SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,EX-SARSA-LKH vs LKH,12.500 (1.000)
berlin52,EX-SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,EX-SARSA-LKH vs MC-LKH,12.500 (1.000)
berlin52,EX-SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,EX-SARSA-LKH vs Q-LKH,12.500 (1.000)
berlin52,EX-SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,EX-SARSA-LKH vs SARSA-LKH,12.500 (1.000)
berlin52,EX-SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,EX-SARSA-LKH vs TD-LKH,12.500 (1.000)
berlin52,EX-SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,EX-SARSA-LKH vs VSR-EX-HILL-CLIMBING-2000,0.000 (0.007)
berlin52,EX-SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,EX-SARSA-LKH vs VSR-EX-HILL-CLIMBING-3000,5.000 (0.118)
berlin52,EX-SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,EX-SARSA-LKH vs VSR-EX-HILL-CLIMBING-1000,0.000 (0.007)
berlin52,EX-SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,EX-SARSA-LKH vs VSR-EXPECTED-LKH,12.500 (1.000)
berlin52,EX-SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,EX-SARSA-LKH vs VSR-HILL-CLIMBING-2000,0.000 (0.007)
berlin52,EX-SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,EX-SARSA-LKH vs VSR-HILL-CLIMBING-3000,15.000 (0.651)
berlin52,EX-SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,EX-SARSA-LKH vs VSR-HILL-CLIMBING-1000,5.000 (0.118)
berlin52,EX-SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,EX-SARSA-LKH vs VSR-LKH,12.500 (1.000)
berlin52,EX-SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,EX-SARSA-LKH vs VSR-V2-HILL-CLIMBING-2000,0.000 (0.007)
berlin52,EX-SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,EX-SARSA-LKH vs VSR-V2-HILL-CLIMBING-3000,0.000 (0.007)
berlin52,EX-SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,EX-SARSA-LKH vs VSR-V2-HILL-CLIMBING-1000,0.000 (0.007)
berlin52,EX-SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,EX-SARSA-LKH vs VSR-V2-LKH,12.500 (1.000)
berlin52,GA,8637.667317321673,10375.329300545642,9435.06496119375,9118.117816146087,715.6375632213783,GA vs LKH,25.000 (0.007)
berlin52,GA,8637.667317321673,10375.329300545642,9435.06496119375,9118.117816146087,715.6375632213783,GA vs MC-LKH,25.000 (0.007)
berlin52,GA,8637.667317321673,10375.329300545642,9435.06496119375,9118.117816146087,715.6375632213783,GA vs Q-LKH,25.000 (0.007)
berlin52,GA,8637.667317321673,10375.329300545642,9435.06496119375,9118.117816146087,715.6375632213783,GA vs SARSA-LKH,25.000 (0.007)
berlin52,GA,8637.667317321673,10375.329300545642,9435.06496119375,9118.117816146087,715.6375632213783,GA vs TD-LKH,25.000 (0.007)
berlin52,GA,8637.667317321673,10375.329300545642,9435.06496119375,9118.117816146087,715.6375632213783,GA vs VSR-EX-HILL-CLIMBING-2000,25.000 (0.008)
berlin52,GA,8637.667317321673,10375.329300545642,9435.06496119375,9118.117816146087,715.6375632213783,GA vs VSR-EX-HILL-CLIMBING-3000,25.000 (0.012)
berlin52,GA,8637.667317321673,10375.329300545642,9435.06496119375,9118.117816146087,715.6375632213783,GA vs VSR-EX-HILL-CLIMBING-1000,25.000 (0.012)
berlin52,GA,8637.667317321673,10375.329300545642,9435.06496119375,9118.117816146087,715.6375632213783,GA vs VSR-EXPECTED-LKH,25.000 (0.007)
berlin52,GA,8637.667317321673,10375.329300545642,9435.06496119375,9118.117816146087,715.6375632213783,GA vs VSR-HILL-CLIMBING-2000,25.000 (0.008)
berlin52,GA,8637.667317321673,10375.329300545642,9435.06496119375,9118.117816146087,715.6375632213783,GA vs VSR-HILL-CLIMBING-3000,25.000 (0.011)
berlin52,GA,8637.667317321673,10375.329300545642,9435.06496119375,9118.117816146087,715.6375632213783,GA vs VSR-HILL-CLIMBING-1000,25.000 (0.012)
berlin52,GA,8637.667317321673,10375.329300545642,9435.06496119375,9118.117816146087,715.6375632213783,GA vs VSR-LKH,25.000 (0.007)
berlin52,GA,8637.667317321673,10375.329300545642,9435.06496119375,9118.117816146087,715.6375632213783,GA vs VSR-V2-HILL-CLIMBING-2000,25.000 (0.008)
berlin52,GA,8637.667317321673,10375.329300545642,9435.06496119375,9118.117816146087,715.6375632213783,GA vs VSR-V2-HILL-CLIMBING-3000,25.000 (0.008)
berlin52,GA,8637.667317321673,10375.329300545642,9435.06496119375,9118.117816146087,715.6375632213783,GA vs VSR-V2-HILL-CLIMBING-1000,25.000 (0.008)
berlin52,GA,8637.667317321673,10375.329300545642,9435.06496119375,9118.117816146087,715.6375632213783,GA vs VSR-V2-LKH,25.000 (0.007)
berlin52,LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,LKH vs MC-LKH,12.500 (1.000)
berlin52,LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,LKH vs Q-LKH,12.500 (1.000)
berlin52,LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,LKH vs SARSA-LKH,12.500 (1.000)
berlin52,LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,LKH vs TD-LKH,12.500 (1.000)
berlin52,LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,LKH vs VSR-EX-HILL-CLIMBING-2000,0.000 (0.007)
berlin52,LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,LKH vs VSR-EX-HILL-CLIMBING-3000,5.000 (0.118)
berlin52,LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,LKH vs VSR-EX-HILL-CLIMBING-1000,0.000 (0.007)
berlin52,LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,LKH vs VSR-EXPECTED-LKH,12.500 (1.000)
berlin52,LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,LKH vs VSR-HILL-CLIMBING-2000,0.000 (0.007)
berlin52,LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,LKH vs VSR-HILL-CLIMBING-3000,15.000 (0.651)
berlin52,LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,LKH vs VSR-HILL-CLIMBING-1000,5.000 (0.118)
berlin52,LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,LKH vs VSR-LKH,12.500 (1.000)
berlin52,LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,LKH vs VSR-V2-HILL-CLIMBING-2000,0.000 (0.007)
berlin52,LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,LKH vs VSR-V2-HILL-CLIMBING-3000,0.000 (0.007)
berlin52,LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,LKH vs VSR-V2-HILL-CLIMBING-1000,0.000 (0.007)
berlin52,LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,LKH vs VSR-V2-LKH,12.500 (1.000)
berlin52,MC-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,MC-LKH vs Q-LKH,12.500 (1.000)
berlin52,MC-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,MC-LKH vs SARSA-LKH,12.500 (1.000)
berlin52,MC-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,MC-LKH vs TD-LKH,12.500 (1.000)
berlin52,MC-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,MC-LKH vs VSR-EX-HILL-CLIMBING-2000,0.000 (0.007)
berlin52,MC-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,MC-LKH vs VSR-EX-HILL-CLIMBING-3000,5.000 (0.118)
berlin52,MC-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,MC-LKH vs VSR-EX-HILL-CLIMBING-1000,0.000 (0.007)
berlin52,MC-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,MC-LKH vs VSR-EXPECTED-LKH,12.500 (1.000)
berlin52,MC-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,MC-LKH vs VSR-HILL-CLIMBING-2000,0.000 (0.007)
berlin52,MC-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,MC-LKH vs VSR-HILL-CLIMBING-3000,15.000 (0.651)
berlin52,MC-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,MC-LKH vs VSR-HILL-CLIMBING-1000,5.000 (0.118)
berlin52,MC-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,MC-LKH vs VSR-LKH,12.500 (1.000)
berlin52,MC-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,MC-LKH vs VSR-V2-HILL-CLIMBING-2000,0.000 (0.007)
berlin52,MC-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,MC-LKH vs VSR-V2-HILL-CLIMBING-3000,0.000 (0.007)
berlin52,MC-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,MC-LKH vs VSR-V2-HILL-CLIMBING-1000,0.000 (0.007)
berlin52,MC-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,MC-LKH vs VSR-V2-LKH,12.500 (1.000)
berlin52,Q-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,Q-LKH vs SARSA-LKH,12.500 (1.000)
berlin52,Q-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,Q-LKH vs TD-LKH,12.500 (1.000)
berlin52,Q-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,Q-LKH vs VSR-EX-HILL-CLIMBING-2000,0.000 (0.007)
berlin52,Q-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,Q-LKH vs VSR-EX-HILL-CLIMBING-3000,5.000 (0.118)
berlin52,Q-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,Q-LKH vs VSR-EX-HILL-CLIMBING-1000,0.000 (0.007)
berlin52,Q-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,Q-LKH vs VSR-EXPECTED-LKH,12.500 (1.000)
berlin52,Q-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,Q-LKH vs VSR-HILL-CLIMBING-2000,0.000 (0.007)
berlin52,Q-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,Q-LKH vs VSR-HILL-CLIMBING-3000,15.000 (0.651)
berlin52,Q-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,Q-LKH vs VSR-HILL-CLIMBING-1000,5.000 (0.118)
berlin52,Q-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,Q-LKH vs VSR-LKH,12.500 (1.000)
berlin52,Q-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,Q-LKH vs VSR-V2-HILL-CLIMBING-2000,0.000 (0.007)
berlin52,Q-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,Q-LKH vs VSR-V2-HILL-CLIMBING-3000,0.000 (0.007)
berlin52,Q-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,Q-LKH vs VSR-V2-HILL-CLIMBING-1000,0.000 (0.007)
berlin52,Q-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,Q-LKH vs VSR-V2-LKH,12.500 (1.000)
berlin52,SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,SARSA-LKH vs TD-LKH,12.500 (1.000)
berlin52,SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,SARSA-LKH vs VSR-EX-HILL-CLIMBING-2000,0.000 (0.007)
berlin52,SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,SARSA-LKH vs VSR-EX-HILL-CLIMBING-3000,5.000 (0.118)
berlin52,SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,SARSA-LKH vs VSR-EX-HILL-CLIMBING-1000,0.000 (0.007)
berlin52,SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,SARSA-LKH vs VSR-EXPECTED-LKH,12.500 (1.000)
berlin52,SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,SARSA-LKH vs VSR-HILL-CLIMBING-2000,0.000 (0.007)
berlin52,SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,SARSA-LKH vs VSR-HILL-CLIMBING-3000,15.000 (0.651)
berlin52,SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,SARSA-LKH vs VSR-HILL-CLIMBING-1000,5.000 (0.118)
berlin52,SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,SARSA-LKH vs VSR-LKH,12.500 (1.000)
berlin52,SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,SARSA-LKH vs VSR-V2-HILL-CLIMBING-2000,0.000 (0.007)
berlin52,SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,SARSA-LKH vs VSR-V2-HILL-CLIMBING-3000,0.000 (0.007)
berlin52,SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,SARSA-LKH vs VSR-V2-HILL-CLIMBING-1000,0.000 (0.007)
berlin52,SARSA-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,SARSA-LKH vs VSR-V2-LKH,12.500 (1.000)
berlin52,TD-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,TD-LKH vs VSR-EX-HILL-CLIMBING-2000,0.000 (0.007)
berlin52,TD-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,TD-LKH vs VSR-EX-HILL-CLIMBING-3000,5.000 (0.118)
berlin52,TD-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,TD-LKH vs VSR-EX-HILL-CLIMBING-1000,0.000 (0.007)
berlin52,TD-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,TD-LKH vs VSR-EXPECTED-LKH,12.500 (1.000)
berlin52,TD-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,TD-LKH vs VSR-HILL-CLIMBING-2000,0.000 (0.007)
berlin52,TD-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,TD-LKH vs VSR-HILL-CLIMBING-3000,15.000 (0.651)
berlin52,TD-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,TD-LKH vs VSR-HILL-CLIMBING-1000,5.000 (0.118)
berlin52,TD-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,TD-LKH vs VSR-LKH,12.500 (1.000)
berlin52,TD-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,TD-LKH vs VSR-V2-HILL-CLIMBING-2000,0.000 (0.007)
berlin52,TD-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,TD-LKH vs VSR-V2-HILL-CLIMBING-3000,0.000 (0.007)
berlin52,TD-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,TD-LKH vs VSR-V2-HILL-CLIMBING-1000,0.000 (0.007)
berlin52,TD-LKH,7544.365901904087,7544.365901904087,7544.365901904088,7544.365901904087,9.094947017729282e-13,TD-LKH vs VSR-V2-LKH,12.500 (1.000)
berlin52,VSR-EX-HILL-CLIMBING-2000,7816.250056442892,8462.644123777929,8187.513293138965,8277.178747735752,253.9973188902751,VSR-EX-HILL-CLIMBING-2000 vs VSR-EX-HILL-CLIMBING-3000,21.000 (0.094)
berlin52,VSR-EX-HILL-CLIMBING-2000,7816.250056442892,8462.644123777929,8187.513293138965,8277.178747735752,253.9973188902751,VSR-EX-HILL-CLIMBING-2000 vs VSR-EX-HILL-CLIMBING-1000,18.000 (0.295)
berlin52,VSR-EX-HILL-CLIMBING-2000,7816.250056442892,8462.644123777929,8187.513293138965,8277.178747735752,253.9973188902751,VSR-EX-HILL-CLIMBING-2000 vs VSR-EXPECTED-LKH,25.000 (0.007)
berlin52,VSR-EX-HILL-CLIMBING-2000,7816.250056442892,8462.644123777929,8187.513293138965,8277.178747735752,253.9973188902751,VSR-EX-HILL-CLIMBING-2000 vs VSR-HILL-CLIMBING-2000,17.000 (0.421)
berlin52,VSR-EX-HILL-CLIMBING-2000,7816.250056442892,8462.644123777929,8187.513293138965,8277.178747735752,253.9973188902751,VSR-EX-HILL-CLIMBING-2000 vs VSR-HILL-CLIMBING-3000,21.000 (0.091)
berlin52,VSR-EX-HILL-CLIMBING-2000,7816.250056442892,8462.644123777929,8187.513293138965,8277.178747735752,253.9973188902751,VSR-EX-HILL-CLIMBING-2000 vs VSR-HILL-CLIMBING-1000,21.000 (0.094)
berlin52,VSR-EX-HILL-CLIMBING-2000,7816.250056442892,8462.644123777929,8187.513293138965,8277.178747735752,253.9973188902751,VSR-EX-HILL-CLIMBING-2000 vs VSR-LKH,25.000 (0.007)
berlin52,VSR-EX-HILL-CLIMBING-2000,7816.250056442892,8462.644123777929,8187.513293138965,8277.178747735752,253.9973188902751,VSR-EX-HILL-CLIMBING-2000 vs VSR-V2-HILL-CLIMBING-2000,21.000 (0.095)
berlin52,VSR-EX-HILL-CLIMBING-2000,7816.250056442892,8462.644123777929,8187.513293138965,8277.178747735752,253.9973188902751,VSR-EX-HILL-CLIMBING-2000 vs VSR-V2-HILL-CLIMBING-3000,21.000 (0.095)
berlin52,VSR-EX-HILL-CLIMBING-2000,7816.250056442892,8462.644123777929,8187.513293138965,8277.178747735752,253.9973188902751,VSR-EX-HILL-CLIMBING-2000 vs VSR-V2-HILL-CLIMBING-1000,19.000 (0.222)
berlin52,VSR-EX-HILL-CLIMBING-2000,7816.250056442892,8462.644123777929,8187.513293138965,8277.178747735752,253.9973188902751,VSR-EX-HILL-CLIMBING-2000 vs VSR-V2-LKH,25.000 (0.007)
berlin52,VSR-EX-HILL-CLIMBING-3000,7417.448571477954,8130.314178971101,7822.139754836486,7735.3976589650365,274.5345136240999,VSR-EX-HILL-CLIMBING-3000 vs VSR-EX-HILL-CLIMBING-1000,9.000 (0.528)
berlin52,VSR-EX-HILL-CLIMBING-3000,7417.448571477954,8130.314178971101,7822.139754836486,7735.3976589650365,274.5345136240999,VSR-EX-HILL-CLIMBING-3000 vs VSR-EXPECTED-LKH,20.000 (0.118)
berlin52,VSR-EX-HILL-CLIMBING-3000,7417.448571477954,8130.314178971101,7822.139754836486,7735.3976589650365,274.5345136240999,VSR-EX-HILL-CLIMBING-3000 vs VSR-HILL-CLIMBING-2000,8.000 (0.402)
berlin52,VSR-EX-HILL-CLIMBING-3000,7417.448571477954,8130.314178971101,7822.139754836486,7735.3976589650365,274.5345136240999,VSR-EX-HILL-CLIMBING-3000 vs VSR-HILL-CLIMBING-3000,16.000 (0.525)
berlin52,VSR-EX-HILL-CLIMBING-3000,7417.448571477954,8130.314178971101,7822.139754836486,7735.3976589650365,274.5345136240999,VSR-EX-HILL-CLIMBING-3000 vs VSR-HILL-CLIMBING-1000,11.000 (0.834)
berlin52,VSR-EX-HILL-CLIMBING-3000,7417.448571477954,8130.314178971101,7822.139754836486,7735.3976589650365,274.5345136240999,VSR-EX-HILL-CLIMBING-3000 vs VSR-LKH,20.000 (0.118)
berlin52,VSR-EX-HILL-CLIMBING-3000,7417.448571477954,8130.314178971101,7822.139754836486,7735.3976589650365,274.5345136240999,VSR-EX-HILL-CLIMBING-3000 vs VSR-V2-HILL-CLIMBING-2000,11.000 (0.834)
berlin52,VSR-EX-HILL-CLIMBING-3000,7417.448571477954,8130.314178971101,7822.139754836486,7735.3976589650365,274.5345136240999,VSR-EX-HILL-CLIMBING-3000 vs VSR-V2-HILL-CLIMBING-3000,11.000 (0.834)
berlin52,VSR-EX-HILL-CLIMBING-3000,7417.448571477954,8130.314178971101,7822.139754836486,7735.3976589650365,274.5345136240999,VSR-EX-HILL-CLIMBING-3000 vs VSR-V2-HILL-CLIMBING-1000,10.000 (0.675)
berlin52,VSR-EX-HILL-CLIMBING-3000,7417.448571477954,8130.314178971101,7822.139754836486,7735.3976589650365,274.5345136240999,VSR-EX-HILL-CLIMBING-3000 vs VSR-V2-LKH,20.000 (0.118)
berlin52,VSR-EX-HILL-CLIMBING-1000,7688.637643567706,8327.947030101877,7975.23395950582,7821.324204950892,291.48630329888834,VSR-EX-HILL-CLIMBING-1000 vs VSR-EXPECTED-LKH,25.000 (0.007)
berlin52,VSR-EX-HILL-CLIMBING-1000,7688.637643567706,8327.947030101877,7975.23395950582,7821.324204950892,291.48630329888834,VSR-EX-HILL-CLIMBING-1000 vs VSR-HILL-CLIMBING-2000,10.000 (0.675)
berlin52,VSR-EX-HILL-CLIMBING-1000,7688.637643567706,8327.947030101877,7975.23395950582,7821.324204950892,291.48630329888834,VSR-EX-HILL-CLIMBING-1000 vs VSR-HILL-CLIMBING-3000,19.000 (0.203)
berlin52,VSR-EX-HILL-CLIMBING-1000,7688.637643567706,8327.947030101877,7975.23395950582,7821.324204950892,291.48630329888834,VSR-EX-HILL-CLIMBING-1000 vs VSR-HILL-CLIMBING-1000,17.000 (0.401)
berlin52,VSR-EX-HILL-CLIMBING-1000,7688.637643567706,8327.947030101877,7975.23395950582,7821.324204950892,291.48630329888834,VSR-EX-HILL-CLIMBING-1000 vs VSR-LKH,25.000 (0.007)
berlin52,VSR-EX-HILL-CLIMBING-1000,7688.637643567706,8327.947030101877,7975.23395950582,7821.324204950892,291.48630329888834,VSR-EX-HILL-CLIMBING-1000 vs VSR-V2-HILL-CLIMBING-2000,14.000 (0.834)
